REVIEWER,REVIEW_DATE,REVIEW_DURATION,REVIEW,1 NAME,RATING,NO OF STARS,PRICE,AMENITY 1,AMENITY 2,AMENITY 3,AMENITY 4,HNO
VIVEK,03-May,2 weeks ago on,"Housekeeping was very slow & non responsive.
Rest of the services except housekeeping were good. Further it is far of from Chennai Maintown and therefore it is costilier than similar 1s in Maintown …","SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Sathish M,05-May,a month ago on,"Was there for three nights,  for business trip with group of people, excellent hospitality and ambiance. Food is also very tasty and good in equality.  The staff are very friendly, polite and helpful.","SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Dinesh P,05-May,a month ago on,awesome great experience . they have meet our experience . all the staffs are friendly and very proffessionally .will recommend for myfamily and friends . buffet restaurant gives us a great food and variety option . all the chefs were very talented .,"SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Udhayakumar G K,01-May,2 months ago on,"🔥🔥🔥🔥🔥
Urgent Complaint Regarding Quality and Service at SRM 1 Bar …","SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Umesh B,02-May,a month ago on,"Very average service, though rooms are clean. Food is ok but staff attitude is pathetic and not able to handle business travellers. I stayed there in Jan 2024 for 2 nights. Looks like they are doing favour to serve. For office transfer (2kms only) the car used is Maruti Omni which is not at all cleaned.","SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Saurabh G,05-May,a month ago on,This is my 2nd time here and loved the 1 stay & food service again. The interior design of the 1 rooms is amazing which makes your 1 stay luxurious and the food quality is also really great!,"SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Yuyang W,05-May,a month ago on,"Very good experience thumb up, all the front desk staffs are very kind 🥰 Neelakandan & team - Vijay , Parul  - food experience Dosa is crispy it’s yummyyyyyy , House keeping good , waiters are the best 24x7 once again food is delicious …","SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Niraj Thakur,05-May,3 months ago on,"A luxury 1 right at the arch gate of SRM, University, KTR. Well designed rooms with great service. Sumptuous food at the restaurant adds to the pleasant stay in the 1. Parking is available as well.","SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Subhadeep Acharyya,05-May,6 months ago on,Very good 1 at the prime location next to SRM University. The rooms are spacious and very well lit. The lighting and decor is exquisite. There is swimming pool too. …,"SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Chitra Iyer,04-May,6 months ago on,"This 1 is perfect for visitors to SRMIST. It has a good restaurant too, although their coffee can be improved upon. Haven't stayed here yet, so cannot comment on the rooms. …","SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Ganesh abhinish,04-May,a month ago on,The service was not bad but the food was amazing and staffs were not too friendly unless u are from an high class person,"SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Ranganath M,04-May,6 months ago on,"1 and stay wise ok
Only location is remote.
Without cab or auto not possible to reach …","SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Sumit Sharma,04-May,2 months ago on,"It was really a Good and Cozy Inn. Being a North Indian, I have had bad experience innthe last at Chennai bur this time it was flawless. Really appreciate the service Staff who are always there to support.","SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Arun Sharma,01-May,6 months ago on,"Since the 1 is within the campus and it is full most of the time, and Uber and Ola are looting, hence please take care. …","SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
C R,04-May,2 months ago on,This time I found a mountain change. Brand new rooms and lift. Every thing in the room are of good quality and pleasing to the eyes. Very comfortable Bed and pillows. Shower and hot water were exceptionally great. …,"SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Ananthanarayan,04-May,11 months ago on,The new rooms in which I stayed were very spacious and comfortable. The AC effect was just too good. The front desk service needs to improve a lot. I had to wait for half an hour to get my room keys despite having an approval for early …,"SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Anshuman Shastry,05-May,11 months ago on,"Perfect 3 days, I was here for the international conference at SRM. I saw the reviews and I was a little worried about my stay. But every minute I spent here was worth the money. The restaurant is great, rooms are perfect and staff are reliable and friendly. Mr. Narendra made sure everything was perfect.","SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Anand Devarajan,02-May,9 months ago on,"I recently visited SRM 1 and unfortunately, my experience was not great. I ordered the chicken tandoor, but it was not up to the mark. The flavor was lacking, and the meat was not tender enough. Additionally, the restaurant was quite …","SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
ABHINAV,03-May,4 months ago on,overall experience is not bad but not good the 1 management are very professional,"SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Surya U,04-May,4 months ago on,"Easy accessibile, service is very nice
Especially Ms.Vishnu Priya took of us very well.
Thank you.","SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Kingshuk Ghosh,04-May,6 months ago on,"The rooms are clean and the food is upto expectations.
However the service is slow.
Great for parents and students in SRM","SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Nikhil Chaudhary,05-May,7 months ago on,"It was a pleasant experience to stay here. It's upgraded to latest standards, good food, kind staff, great service, very clean and prompt. …","SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Manjunath N,02-May,a year ago on,"Very Poor maintenance of Rooms. For room stay Rs.3472 per night is not worthy, will get disappointed. From my experience I would say some other 1s room are better than this 1 near to Chennai. (#) I would suggest if anyone planning to stay here kindly check the rooms before you got Check IN and decide.","SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Malini,05-May,a year ago on,It was my second stay in SRM 1. So they didn't let me down any time. Always above expectation. But the behaviour of all the staff should be more polite and should be frequent in hindi or english. It is not mandatory that everybody will …,"SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
ANIL,05-May,7 months ago on,A Comfortable and Memorable Stay.The 1 Staff were thorough Professionals who worked Meticulously to make our Stay Comfortable.,"SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Vimalanathan P,03-May,a year ago on,"** Ancient property***
Defenetly not a good place. The property is wide and large, but was haunted and less maintained. Though it was located in outer the cost of room was bit …","SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Rahul Khare,04-May,a year ago on,"Thumbs up for
1. Booking experience
2. Room size …","SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Bernhard Klöter,03-May,11 months ago on,"Room 3/5. clean and maintained but Wifi was not working and do not mention the water pressure and temperature of the shower
Food 4/5 ok’ish …","SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Ramesh Gupta Guntha,03-May,a year ago on,"The main customers to this 1 is parents of SRM students. It is costly for the rooms, one can get better rooms nearby but as this is next to SRM college it is convenient. Rooms are of old style but looks okay you dont feel luxurious.Just because of location it is quite busy, not tasted food as that seems super costly.","SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Theyagarajan Kothandaraman,02-May,a year ago on,"Went for buffet lunch , Dishes are ok.
But not poorly managed, Need to ask whether it is veg or non veg. …","SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Colt,04-May,8 months ago on,"Price is on the higher side for the service they provide buffet is good but rooms are below par looks empty
Location is good close srm","SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
T Ben,01-May,a year ago on,"Had been to this place in 2001 and the a few weeks back, things I had noticed..
1. The quality of room fittings, water quality etc... all have just sunk below average. …","SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Srujana R,05-May,3 months ago on,"Courteous staff, especially the front desk staff Diana, Ishwari and Parul","SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Jayanta Bose,03-May,a year ago on,"The location is very much the reason I've booked this property. If you are going because you have work in SRM University, then only book this 1 as it's next to the university campus. Otherwise it's far from the city. However it's an …","SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Dipankar,05-May,2 years ago on,"The 1 is clean, quiet, elegant. Friendly and courteous service.The restaurant 'Pool Side' is hygienic and serves great food. Had an excellent stay.The 1 can improve by providing complementary tea bags, coffee pouches and sugar in …","SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Abhishek Mathur,04-May,a year ago on,Stayed here for college work. The room and bathroom are neat and cleaned everyday. Location of the 1 is very good for students of SRM. I received ripped towel one day and therefore...4 stars. Also the electric kettle they provided in room had its lid broken.,"SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Amit Mathur,02-May,a year ago on,Always choose the Option with Breakfast and Dinner. This 1 has the best options for Dinner ( Full course Meal ofcourse not from Menu). The Staff is courteous indeed. …,"SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Prasad Mp,04-May,3 years ago on,"A good 1 with a recently acquired heritage.
The courteous-ness of the staff is the highlight of this place.
Right from the pool to the banquet services,  the facilities match an old three …","SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Annette David,01-May,a year ago on,"The quality of the 1 has come down really bad, food and stuff is fine . The condition of the bathrooms are pathetic..the shower unit looked as though it was not used for years and fungessed. We had to have bath using water from the …","SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Sudershan Singh Gusain,04-May,a year ago on,"Good quality 1 and most convenient for tasks at SRM institute. It is less than 100m from SRM entrance gate.
Room charges are moderate and reasonable. Rooms are really spacious and almost …","SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Pankaj Kumar Gupta,03-May,6 months ago on,No idea about rooms and services since they had no rooms to give. May be very less rooms or always in peak season. Haah..,"SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Naveen James,01-May,a year ago on,"Receptionist is very unprofessional and unfriendly, high time he has to be replaced. This 1 is no where worth its price, stupid facilities, bad policies and worst attitude of staff. Not recommended at all","SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
KARTHI KEYAN,05-May,7 years ago on,"Was on a business trip and stayed overnight in this 1. Firstly recd. warm welcome with a welcome drink, check in was fast and efficient. Stayed in a suite and it is really awesome. Spacious, well appointed room had a high speed free …","SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Debajyoti Chatterjee,04-May,5 years ago on,"A great place to stay in. Clean and decent sized rooms. This place is close to MRV and hence many business personnel typically put up here. For morning breakfast and afternoon lunch, a buffet is available, However their alacarte food …","SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Surendiran B,05-May,7 months ago on,"Food is very good here.
Newly constructed rooms are high class.","SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Gajanan Nigade,04-May,3 years ago on,"It's a nice 1 with a friendly staff. My first visit was a bit rushed & booked last minute. So, not the best room that I got but still quite good for the price. A well planned visit and the 1 hosts you really well. The in-house restaurant is fine. Staff speaks English & Hindi. So no problems in terms of communications.","SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Kaviarasan velayutham,05-May,4 years ago on,"Quality of food is very good...Quantity was higher and worth the prices...
Infrastructure is very very good.
Staffs are well behaved. …","SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Emerson Keppler,05-May,5 years ago on,"Came over from America on business and had the pleasure to stay at the SRM 1 for my duration. Staff, thank you for your accommodations! It was great seeing all of the friendly faces everyday and you guys put a smile on my face every …","SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Moses Rajamani,05-May,2 years ago on,We had Planned a dinner for my son's birthday yesterday at SRM 1. Had ordered a strawberry cake (2kg). …,"SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Santosh Kumar Nayak,03-May,3 years ago on,"Not bad Not that much great too..

Food - we had the combination of veg and non-veg dishes. The chilli fish served …","SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
Niraj Pandit,04-May,4 years ago on,Good 1 in srm campus. I thing better to book this if you are visiting srm campus related work. Nice hospitality. Food quality was good. Buffet food i took it was good. Breakfast meeting i enjoyed. Rooms i haven't seen but friends are saying good. Value for money 1. Surrounding environment is excellent.,"SRM 1 Maraimalai Nagar, Chennai",3.9,3,5017,Pool,Free parking,Free breakfast,Free Wi-Fi,7
